report_id,"report_filename_id",nest_id,param_id,days_active,report_number,"report_starttime","secs_per_rec","num_records","report_datetime"
613,"2014-08-06_AA0017_r-055-05",2,0,55,5,"2014-09-29 14:47:08","60","240","2014-09-29 18:47:11"
614,"2014-07-20_AA0011_r-054-03",7,0,54,3,"2014-09-11 04:58:57","60","240","2014-09-11 08:59:00"
615,"2014-07-28_AA0014_r-068-01",4,0,68,1,"2014-10-02 23:39:05","60","240","2014-10-03 03:39:08"
616,"2014-09-24_AA0012_r-010-01",12,0,10,1,"2014-10-02 15:30:32","360","240","2014-10-03 15:29:37"
617,"2014-07-13_AA0008_r-048-05",6,0,48,5,"2014-08-29 11:49:56","60","240","2014-08-29 15:49:59"
618,"2014-07-13_AA0009_r-047-01",3,0,47,1,"2014-08-19 09:14:13","3435","0","2014-08-28 15:36:59"
619,"2014-07-13_AA0008_r-048-02",6,0,48,2,"2014-08-29 02:21:36","60","240","2014-08-29 06:21:39"
620,"2014-08-27_AA0027_r-070-03",5,0,70,3,"2014-11-04 05:40:40","60","240","2014-11-04 09:40:41"
621,"2014-08-27_AA0027_r-052-04",5,0,52,4,"2014-10-17 10:27:57","60","240","2014-10-17 14:28:00"
622,"2014-08-27_AA0027_r-043-04",5,0,43,4,"2014-10-08 09:52:19","60","240","2014-10-08 13:52:25"
623,"2014-08-27_AA0027_r-049-11",5,0,49,11,"2014-10-14 14:19:52","60","240","2014-10-14 14:24:06"
624,"2014-08-12_AA0028_r-052-03",1,0,52,3,"2014-10-02 05:29:33","60","240","2014-10-02 09:29:38"
625,"2014-06-30_AA0003_r-084-01",23,0,84,1,"2014-09-18 17:54:17","60","0","2014-09-21 21:13:45"
626,"2014-07-13_AA0008_r-071-04",6,0,71,4,"2014-09-21 08:23:52","60","240","2014-09-21 12:23:55"
627,"2014-06-20_AA0013_r-076-04",8,0,76,4,"2014-09-03 10:39:07","60","240","2014-09-03 14:39:10"
628,"2014-07-13_AA0009_r-065-03",3,0,65,3,"2014-09-15 07:08:28","60","240","2014-09-15 11:08:33"
629,"2014-07-28_AA0014_r-064-02",4,0,64,2,"2014-09-29 03:38:01","60","240","2014-09-29 07:38:03"
630,"2014-08-06_AA0017_r-068-02",2,0,68,2,"2014-10-12 02:50:13","60","240","2014-10-12 06:50:16"
631,"2014-10-02_AA0007_r-003-01",15,0,3,1,"2014-10-03 09:51:58","360","240","2014-10-04 09:51:01"
632,"2014-08-06_AA0017_r-053-04",2,0,53,4,"2014-09-27 10:46:36","60","240","2014-09-27 14:46:39"
633,"2014-06-20_AA0013_r-081-06",8,0,81,6,"2014-09-08 16:26:31","60","240","2014-09-08 20:26:34"
634,"2014-08-10_AA0025_r-062-04",10,0,62,4,"2014-10-10 08:47:01","60","240","2014-10-10 12:47:04"
635,"2014-08-27_AA0027_r-080-05",5,0,80,5,"2014-11-14 13:50:51","60","240","2014-11-14 17:50:54"
636,"2014-07-13_AA0008_r-058-04",6,0,58,4,"2014-09-08 08:08:48","60","240","2014-09-08 12:08:51"
637,"2014-09-24_AA0012_r-051-01",12,0,51,1,"2014-11-12 22:10:38","60","240","2014-11-13 02:10:40"
638,"2014-07-13_AA0009_r-058-03",3,0,58,3,"2014-09-08 06:59:27","60","240","2014-09-08 10:59:31"
639,"2014-07-28_AA0014_r-076-05",4,0,76,5,"2014-10-11 15:47:23","60","240","2014-10-11 19:47:26"
640,"2014-08-10_AA0025_r-061-01",10,0,61,1,"2014-10-08 20:46:37","60","240","2014-10-09 00:46:40"
641,"2014-07-13_AA0008_r-072-05",6,0,72,5,"2014-09-22 12:24:11","60","240","2014-09-22 16:24:13"
642,"2014-07-16_AA0010_r-050-06",14,0,50,6,"2014-09-03 16:19:23","60","240","2014-09-03 20:19:27"
643,"2014-07-13_AA0008_r-068-05",6,0,68,5,"2014-09-18 12:23:08","60","240","2014-09-18 16:23:11"
644,"2014-07-13_AA0008_r-080-02",6,0,80,2,"2014-09-30 00:26:10","60","240","2014-09-30 04:26:12"
645,"2014-08-27_AA0027_r-053-02",5,0,53,2,"2014-10-18 02:28:07","60","240","2014-10-18 06:28:09"
646,"2014-07-20_AA0011_r-043-02",7,0,43,2,"2014-08-31 00:49:05","60","240","2014-08-31 04:49:07"
647,"2014-07-28_AA0014_r-075-02",4,0,75,2,"2014-10-10 03:45:31","60","240","2014-10-10 07:47:01"
648,"2014-07-16_AA0010_r-043-03",14,0,43,3,"2014-08-27 04:18:20","60","240","2014-08-27 08:18:25"
649,"2014-08-27_AA0027_r-073-05",5,0,73,5,"2014-11-07 13:41:38","60","240","2014-11-07 17:41:41"
650,"2014-07-31_AA0002_r-049-01",24,0,49,1,"2014-09-03 13:30:02","360","0","2014-09-17 14:35:32"
651,"2014-08-10_AA0025_r-061-04",10,0,61,4,"2014-10-09 08:46:46","60","240","2014-10-09 12:46:49"
652,"2014-08-10_AA0025_r-055-02",10,0,55,2,"2014-10-03 00:45:03","60","240","2014-10-03 04:45:06"
653,"2014-07-22_AA0024_r-067-04",13,0,67,4,"2014-09-26 11:14:56","60","240","2014-09-26 15:14:57"
654,"2014-07-13_AA0009_r-053-01",3,0,53,1,"2014-09-02 21:35:29","60","240","2014-09-03 01:35:32"
655,"2014-08-27_AA0027_r-048-01",5,0,48,1,"2014-10-12 21:53:43","60","240","2014-10-13 01:53:44"
656,"2014-07-16_AA0010_r-057-03",14,0,57,3,"2014-09-10 04:21:24","60","240","2014-09-10 08:21:25"
657,"2014-07-28_AA0014_r-065-06",4,0,65,6,"2014-09-30 19:38:29","60","240","2014-09-30 23:38:32"
658,"2014-07-28_AA0014_r-078-05",4,0,78,5,"2014-10-13 15:47:56","60","240","2014-10-13 19:47:58"
659,"2014-06-20_AA0013_r-094-02",8,0,94,2,"2014-09-21 00:29:42","60","240","2014-09-21 04:29:44"
660,"2014-08-27_AA0027_r-077-01",5,0,77,1,"2014-11-10 21:49:47","60","240","2014-11-11 01:49:47"
661,"2014-07-28_AA0014_r-040-03",4,0,40,3,"2014-09-05 07:49:05","60","240","2014-09-05 11:49:08"
662,"2014-07-23_AA0012_r-032-01",9,0,32,1,"2014-08-22 12:00:03","360","240","2014-08-23 11:59:06"
663,"2014-08-10_AA0025_r-057-02",10,0,57,2,"2014-10-05 00:45:36","60","240","2014-10-05 04:45:38"
664,"2014-08-21_AA0026_r-043-03",11,0,43,3,"2014-10-02 07:45:23","60","240","2014-10-02 11:45:25"
665,"2014-07-20_AA0011_r-048-05",7,0,48,5,"2014-09-05 12:57:34","60","240","2014-09-05 16:57:36"
666,"2014-10-02_AA0007_r-012-01",15,0,12,1,"2014-10-12 09:43:44","360","240","2014-10-13 09:42:50"
667,"2014-08-12_AA0028_r-058-03",1,0,58,3,"2014-10-08 05:31:14","60","240","2014-10-08 09:31:14"
668,"2014-07-22_AA0024_r-045-02",13,0,45,2,"2014-09-04 02:00:34","60","240","2014-09-04 06:00:37"
669,"2014-07-20_AA0011_r-041-03",7,0,41,3,"2014-08-29 12:48:42","60","240","2014-08-29 16:48:44"
670,"2014-07-16_AA0010_r-038-01",14,0,38,1,"2014-08-21 08:21:30","360","240","2014-08-22 08:20:39"
671,"2014-07-16_AA0010_r-057-05",14,0,57,5,"2014-09-10 12:21:27","60","240","2014-09-10 16:21:33"
672,"2014-07-20_AA0011_r-043-03",7,0,43,3,"2014-08-31 04:49:07","60","240","2014-08-31 08:49:10"
673,"2014-10-02_AA0007_r-006-01",15,0,6,1,"2014-10-06 09:49:12","360","240","2014-10-07 09:48:20"
674,"2014-07-23_AA0012_r-061-04",9,0,61,4,"2014-09-21 11:57:11","60","240","2014-09-21 15:57:13"
675,"2014-08-12_AA0028_r-065-04",1,0,65,4,"2014-10-15 09:33:10","60","240","2014-10-15 13:33:12"
676,"2014-07-16_AA0010_r-037-01",14,0,37,1,"2014-08-20 08:22:28","360","240","2014-08-21 08:21:30"
677,"2014-07-13_AA0008_r-047-03",6,0,47,3,"2014-08-28 04:07:26","60","240","2014-08-28 08:07:29"
678,"2014-08-10_AA0025_r-068-03",10,0,68,3,"2014-10-16 04:48:42","60","240","2014-10-16 08:48:44"
679,"2014-07-20_AA0011_r-064-03",7,0,64,3,"2014-09-21 05:01:26","60","240","2014-09-21 09:01:29"
680,"2014-07-20_AA0011_r-062-03",7,0,62,3,"2014-09-19 05:00:57","60","240","2014-09-19 09:00:59"
681,"2014-09-24_AA0012_r-045-03",12,0,45,3,"2014-11-07 06:09:12","60","240","2014-11-07 10:09:14"
682,"2014-09-24_AA0012_r-039-01",12,0,39,1,"2014-10-31 15:11:02","360","240","2014-11-01 15:10:07"
683,"2014-08-21_AA0026_r-042-03",11,0,42,3,"2014-10-01 07:45:07","60","240","2014-10-01 11:45:10"
684,"2014-07-22_AA0024_r-065-04",13,0,65,4,"2014-09-24 11:14:28","60","240","2014-09-24 15:14:30"
685,"2014-07-28_AA0014_r-068-05",4,0,68,5,"2014-10-03 15:39:16","60","240","2014-10-03 19:39:19"
686,"2014-08-06_AA0017_r-054-02",2,0,54,2,"2014-09-28 02:46:46","60","240","2014-09-28 06:46:48"
687,"2014-08-27_AA0027_r-074-06",5,0,74,6,"2014-11-08 17:42:02","60","240","2014-11-08 21:42:03"
688,"2014-08-21_AA0026_r-044-02",11,0,44,2,"2014-10-03 03:52:40","60","240","2014-10-03 07:52:43"
689,"2014-08-27_AA0027_r-048-03",5,0,48,3,"2014-10-13 05:53:49","60","240","2014-10-13 09:53:52"
690,"2014-08-21_AA0026_r-050-05",11,0,50,5,"2014-10-09 15:54:22","60","240","2014-10-09 19:54:24"
691,"2014-08-06_AA0017_r-063-06",2,0,63,6,"2014-10-07 18:49:09","60","240","2014-10-07 22:49:11"
692,"2014-07-28_AA0014_r-079-06",4,0,79,6,"2014-10-14 19:48:17","60","240","2014-10-14 23:48:19"
693,"2014-07-13_AA0009_r-066-02",3,0,66,2,"2014-09-16 03:08:41","60","240","2014-09-16 07:08:45"
694,"2014-07-20_AA0011_r-068-04",7,0,68,4,"2014-09-25 09:02:29","60","240","2014-09-25 13:02:30"
695,"2014-08-06_AA0017_r-060-05",2,0,60,5,"2014-10-04 14:48:22","60","240","2014-10-04 18:48:25"
696,"2014-08-10_AA0025_r-063-05",10,0,63,5,"2014-10-11 12:47:23","60","240","2014-10-11 16:47:26"
697,"2014-07-22_AA0024_r-067-05",13,0,67,5,"2014-09-26 15:14:57","60","240","2014-09-26 19:14:59"
698,"2014-07-13_AA0008_r-066-05",6,0,66,5,"2014-09-16 12:22:36","60","240","2014-09-16 16:22:39"
699,"2014-07-16_AA0010_r-055-03",14,0,55,3,"2014-09-08 04:20:45","60","240","2014-09-08 08:20:48"
700,"2014-07-13_AA0009_r-067-04",3,0,67,4,"2014-09-17 11:53:49","60","0","2014-09-17 13:31:22"
701,"2014-07-13_AA0009_r-063-01",3,0,63,1,"2014-09-12 23:00:46","60","240","2014-09-13 03:00:46"
702,"2014-07-20_AA0011_r-047-02",7,0,47,2,"2014-09-04 00:57:10","60","240","2014-09-04 04:57:12"
703,"2014-07-28_AA0014_r-064-01",4,0,64,1,"2014-09-28 23:37:57","60","240","2014-09-29 03:38:01"
704,"2014-07-23_AA0012_r-045-06",9,0,45,6,"2014-09-05 19:52:21","60","240","2014-09-05 23:52:22"
705,"2014-06-20_AA0013_r-097-02",8,0,97,2,"2014-09-24 00:30:29","60","240","2014-09-24 04:30:30"
706,"2014-08-21_AA0026_r-048-06",11,0,48,6,"2014-10-07 19:53:53","60","240","2014-10-07 23:53:56"
707,"2014-07-22_AA0024_r-060-03",13,0,60,3,"2014-09-19 07:13:11","60","240","2014-09-19 11:13:14"
708,"2014-06-20_AA0013_r-089-01",8,0,89,1,"2014-09-15 20:28:22","60","240","2014-09-16 00:28:25"
709,"2014-07-22_AA0024_r-063-03",13,0,63,3,"2014-09-22 07:13:55","60","240","2014-09-22 11:13:57"
710,"2014-08-10_AA0025_r-054-02",10,0,54,2,"2014-10-02 00:44:47","60","240","2014-10-02 04:44:50"
711,"2014-09-24_AA0012_r-048-04",12,0,48,4,"2014-11-10 10:10:00","60","240","2014-11-10 14:10:03"
712,"2014-08-21_AA0026_r-051-01",11,0,51,1,"2014-10-09 23:54:27","60","240","2014-10-10 03:54:30"
713,"2014-07-13_AA0008_r-054-06",6,0,54,6,"2014-09-04 16:24:12","60","240","2014-09-04 20:24:15"
714,"2014-08-21_AA0026_r-043-05",11,0,43,5,"2014-10-02 15:45:28","60","240","2014-10-02 19:49:46"
715,"2014-08-12_AA0028_r-059-03",1,0,59,3,"2014-10-09 05:31:28","60","240","2014-10-09 09:31:33"
716,"2014-08-27_AA0027_r-056-06",5,0,56,6,"2014-10-21 18:36:31","60","240","2014-10-21 22:36:37"
717,"2014-07-22_AA0024_r-046-03",13,0,46,3,"2014-09-05 07:20:04","60","240","2014-09-05 11:20:06"
718,"2014-06-20_AA0013_r-067-02",8,0,67,2,"2014-08-25 02:36:42","60","240","2014-08-25 06:36:45"
719,"2014-07-20_AA0011_r-042-02",7,0,42,2,"2014-08-30 00:48:50","60","240","2014-08-30 04:48:52"
720,"2014-08-10_AA0025_r-062-05",10,0,62,5,"2014-10-10 12:47:04","60","240","2014-10-10 16:47:08"
721,"2014-07-16_AA0010_r-059-02",14,0,59,2,"2014-09-12 00:21:55","60","240","2014-09-12 04:21:58"
722,"2014-08-10_AA0025_r-069-01",10,0,69,1,"2014-10-16 20:48:52","60","240","2014-10-17 00:48:57"
723,"2014-07-16_AA0010_r-069-06",14,0,69,6,"2014-09-22 16:32:16","60","240","2014-09-22 20:32:19"
724,"2014-08-06_AA0017_r-075-03",2,0,75,3,"2014-10-19 06:51:59","60","240","2014-10-19 10:52:02"
725,"2014-07-20_AA0011_r-066-02",7,0,66,2,"2014-09-23 01:01:53","60","240","2014-09-23 05:01:55"
726,"2014-08-06_AA0017_r-064-01",2,0,64,1,"2014-10-07 22:49:11","60","240","2014-10-08 02:49:14"
727,"2014-07-13_AA0009_r-060-05",3,0,60,5,"2014-09-10 15:00:05","60","240","2014-09-10 19:00:10"
728,"2014-07-22_AA0024_r-050-01",13,0,50,1,"2014-09-08 11:18:35","360","240","2014-09-09 11:17:38"
729,"2014-07-16_AA0010_r-052-06",14,0,52,6,"2014-09-05 16:20:02","60","240","2014-09-05 20:20:03"
730,"2014-07-23_AA0012_r-042-04",9,0,42,4,"2014-09-02 11:51:16","60","240","2014-09-02 15:51:21"
731,"2014-07-13_AA0008_r-064-04",6,0,64,4,"2014-09-14 08:16:12","60","240","2014-09-14 12:16:15"
732,"2014-08-06_AA0017_r-054-06",2,0,54,6,"2014-09-28 18:46:56","60","240","2014-09-28 22:46:58"
733,"2014-07-13_AA0008_r-076-05",6,0,76,5,"2014-09-26 12:25:14","60","240","2014-09-26 16:25:16"
734,"2014-07-16_AA0010_r-058-01",14,0,58,1,"2014-09-10 20:21:34","60","240","2014-09-11 00:21:37"
735,"2014-07-20_AA0011_r-047-05",7,0,47,5,"2014-09-04 12:57:18","60","240","2014-09-04 16:57:20"
736,"2014-07-13_AA0008_r-070-06",6,0,70,6,"2014-09-20 16:23:42","60","240","2014-09-20 20:23:44"
737,"2014-08-27_AA0027_r-041-01",5,0,41,1,"2014-10-05 13:45:34","360","240","2014-10-06 13:44:38"
738,"2014-08-27_AA0027_r-078-06",5,0,78,6,"2014-11-12 17:50:20","60","240","2014-11-12 21:50:21"
739,"2014-07-16_AA0010_r-048-04",14,0,48,4,"2014-09-01 08:18:43","60","240","2014-09-01 12:18:43"
740,"2014-08-06_AA0017_r-063-05",2,0,63,5,"2014-10-07 14:49:07","60","240","2014-10-07 18:49:09"
741,"2014-07-20_AA0011_r-032-01",7,0,32,1,"2014-08-19 08:57:50","360","240","2014-08-20 08:56:55"
742,"2014-07-16_AA0010_r-070-02",14,0,70,2,"2014-09-23 00:32:23","60","240","2014-09-23 04:32:25"
743,"2014-08-27_AA0027_r-069-02",5,0,69,2,"2014-11-03 01:40:19","60","240","2014-11-03 05:40:19"
744,"2014-07-28_AA0014_r-039-05",4,0,39,5,"2014-09-04 15:48:55","60","240","2014-09-04 19:48:57"
745,"2014-07-16_AA0010_r-043-06",14,0,43,6,"2014-08-27 16:18:29","60","240","2014-08-27 20:18:33"
746,"2014-07-28_AA0014_r-059-06",4,0,59,6,"2014-09-24 19:36:48","60","240","2014-09-24 23:36:49"
747,"2014-09-24_AA0012_r-042-01",12,0,42,1,"2014-11-03 22:08:22","60","240","2014-11-04 02:08:25"
748,"2014-07-28_AA0014_r-075-04",4,0,75,4,"2014-10-10 11:47:04","60","240","2014-10-10 15:47:06"
749,"2014-07-13_AA0008_r-037-01",6,0,37,1,"2014-08-17 09:47:50","360","240","2014-08-18 09:46:55"
750,"2014-08-21_AA0026_r-055-04",11,0,55,4,"2014-10-14 11:55:38","60","240","2014-10-14 15:55:41"
751,"2014-06-20_AA0013_r-060-02",8,0,60,2,"2014-08-18 02:37:13","60","240","2014-08-18 06:37:16"
752,"2014-07-13_AA0008_r-053-04",6,0,53,4,"2014-09-03 08:23:51","60","240","2014-09-03 12:23:53"
753,"2014-07-22_AA0024_r-060-04",13,0,60,4,"2014-09-19 11:13:14","60","240","2014-09-19 15:13:16"
754,"2014-07-13_AA0009_r-052-05",3,0,52,5,"2014-09-02 13:35:21","60","240","2014-09-02 17:35:26"
755,"2014-07-13_AA0008_r-041-01",6,0,41,1,"2014-08-21 22:36:38","60","240","2014-08-22 02:36:38"
756,"2014-08-06_AA0017_r-073-05",2,0,73,5,"2014-10-17 14:51:35","60","240","2014-10-17 18:51:37"
757,"2014-07-08_AA0004_r-129-04",18,0,129,4,"2014-11-13 20:21:08","60","4","2014-11-13 20:25:10"
758,"2014-08-10_AA0025_r-060-01",10,0,60,1,"2014-10-07 20:46:19","60","240","2014-10-08 00:46:25"
759,"2014-07-22_AA0024_r-046-04",13,0,46,4,"2014-09-05 11:20:06","60","240","2014-09-05 15:20:09"
760,"2014-07-20_AA0011_r-052-01",7,0,52,1,"2014-09-08 20:58:23","60","240","2014-09-09 00:58:25"
761,"2014-07-23_AA0012_r-041-04",9,0,41,4,"2014-09-01 19:51:05","60","240","2014-09-01 23:51:07"
762,"2014-08-27_AA0027_r-084-04",5,0,84,4,"2014-11-18 09:52:02","60","240","2014-11-18 13:52:08"
763,"2014-08-27_AA0027_r-084-03",5,0,84,3,"2014-11-18 05:52:01","60","240","2014-11-18 09:52:02"
764,"2014-09-24_AA0012_r-056-04",12,0,56,4,"2014-11-18 10:12:01","60","240","2014-11-18 14:12:03"
765,"2014-09-24_AA0012_r-056-03",12,0,56,3,"2014-11-18 06:11:58","60","240","2014-11-18 10:12:01"
766,"2014-08-27_AA0027_r-085-02",5,0,85,2,"2014-11-19 01:52:15","60","240","2014-11-19 05:52:20"
767,"2014-08-27_AA0027_r-085-01",5,0,85,1,"2014-11-18 21:52:14","60","240","2014-11-19 01:52:15"
768,"2014-09-24_AA0012_r-056-06",12,0,56,6,"2014-11-18 18:12:06","60","240","2014-11-18 22:12:09"
769,"2014-08-27_AA0027_r-085-05",5,0,85,5,"2014-11-19 13:52:27","60","240","2014-11-19 17:52:27"
770,"2014-08-27_AA0027_r-085-04",5,0,85,4,"2014-11-19 09:52:21","60","240","2014-11-19 13:52:27"
771,"2014-09-24_AA0012_r-057-04",12,0,57,4,"2014-11-19 10:12:17","60","240","2014-11-19 14:12:20"
772,"2014-09-24_AA0012_r-057-05",12,0,57,5,"2014-11-19 14:12:20","60","240","2014-11-19 18:12:23"
773,"2014-08-27_AA0027_r-084-05",5,0,84,5,"2014-11-18 13:52:08","60","240","2014-11-18 17:52:08"
774,"2014-09-24_AA0012_r-057-01",12,0,57,1,"2014-11-18 22:12:09","60","240","2014-11-19 02:12:12"
775,"2014-09-24_AA0012_r-057-02",12,0,57,2,"2014-11-19 02:12:12","60","240","2014-11-19 06:12:15"
776,"2014-09-24_AA0012_r-057-03",12,0,57,3,"2014-11-19 06:12:15","60","240","2014-11-19 10:12:17"
777,"2014-08-27_AA0027_r-084-06",5,0,84,6,"2014-11-18 17:52:08","60","240","2014-11-18 21:52:14"
778,"2014-07-08_AA0004_r-135-01",18,0,135,1,"2014-11-18 16:18:47","360","240","2014-11-19 16:17:53"
779,"2014-08-27_AA0027_r-085-03",5,0,85,3,"2014-11-19 05:52:20","60","240","2014-11-19 09:52:21"
780,"2014-09-24_AA0012_r-056-05",12,0,56,5,"2014-11-18 14:12:03","60","240","2014-11-18 18:12:06"
781,"2014-07-08_AA0004_r-134-01",18,0,134,1,"2014-11-17 16:19:42","360","240","2014-11-18 16:18:47"
782,"2014-08-27_AA0027_r-085-06",5,0,85,6,"2014-11-19 17:52:27","60","240","2014-11-19 21:52:33"
783,"2014-09-24_AA0012_r-057-06",12,0,57,6,"2014-11-19 18:12:23","60","240","2014-11-19 22:12:25"
784,"2014-08-27_AA0027_r-086-01",5,0,86,1,"2014-11-19 21:52:33","60","240","2014-11-20 01:52:34"
785,"2014-09-24_AA0012_r-058-01",12,0,58,1,"2014-11-19 22:12:25","60","240","2014-11-20 02:12:28"
786,"2014-08-27_AA0027_r-086-02",5,0,86,2,"2014-11-20 01:52:34","60","240","2014-11-20 05:52:40"
787,"2014-09-24_AA0012_r-058-02",12,0,58,2,"2014-11-20 02:12:28","60","240","2014-11-20 06:12:30"
788,"2014-08-27_AA0027_r-086-03",5,0,86,3,"2014-11-20 05:52:40","60","240","2014-11-20 09:52:40"
789,"2014-09-24_AA0012_r-058-03",12,0,58,3,"2014-11-20 06:12:30","60","240","2014-11-20 10:12:32"
790,"2014-08-27_AA0027_r-086-04",5,0,86,4,"2014-11-20 09:52:40","60","240","2014-11-20 13:52:46"
791,"2014-09-24_AA0012_r-058-04",12,0,58,4,"2014-11-20 10:12:32","60","240","2014-11-20 14:12:35"
792,"2014-08-27_AA0027_r-086-05",5,0,86,5,"2014-11-20 13:52:46","60","240","2014-11-20 17:52:49"
793,"2014-09-24_AA0012_r-058-05",12,0,58,5,"2014-11-20 14:12:35","60","240","2014-11-20 18:12:38"
794,"2014-07-08_AA0004_r-136-01",18,0,136,1,"2014-11-19 16:17:53","360","240","2014-11-20 16:16:58"
795,"2014-08-27_AA0027_r-086-06",5,0,86,6,"2014-11-20 17:52:49","60","240","2014-11-20 21:52:49"
796,"2014-09-24_AA0012_r-058-06",12,0,58,6,"2014-11-20 18:12:38","60","240","2014-11-20 22:12:40"
797,"2014-08-27_AA0027_r-087-01",5,0,87,1,"2014-11-20 21:52:49","60","240","2014-11-21 01:52:53"
798,"2014-09-24_AA0012_r-059-01",12,0,59,1,"2014-11-20 22:12:40","60","240","2014-11-21 02:12:43"
799,"2014-08-27_AA0027_r-087-02",5,0,87,2,"2014-11-21 01:52:53","60","240","2014-11-21 05:52:55"
800,"2014-09-24_AA0012_r-059-02",12,0,59,2,"2014-11-21 02:12:43","60","240","2014-11-21 06:12:45"
801,"2014-08-27_AA0027_r-087-03",5,0,87,3,"2014-11-21 05:52:55","60","240","2014-11-21 09:53:01"
802,"2014-09-24_AA0012_r-059-03",12,0,59,3,"2014-11-21 06:12:45","60","240","2014-11-21 10:12:48"
803,"2014-08-27_AA0027_r-087-04",5,0,87,4,"2014-11-21 09:53:01","60","240","2014-11-21 13:53:04"
804,"2014-09-24_AA0012_r-059-04",12,0,59,4,"2014-11-21 10:12:48","60","240","2014-11-21 14:12:51"
805,"2014-08-27_AA0027_r-087-05",5,0,87,5,"2014-11-21 13:53:04","60","240","2014-11-21 17:53:05"
806,"2014-09-24_AA0012_r-059-05",12,0,59,5,"2014-11-21 14:12:51","60","240","2014-11-21 18:12:53"
807,"2014-07-08_AA0004_r-137-01",18,0,137,1,"2014-11-20 16:16:58","360","240","2014-11-21 16:16:04"
808,"2014-08-27_AA0027_r-087-06",5,0,87,6,"2014-11-21 17:53:05","60","240","2014-11-21 21:53:10"
809,"2014-09-24_AA0012_r-059-06",12,0,59,6,"2014-11-21 18:12:53","60","240","2014-11-21 22:12:56"
810,"2014-08-27_AA0027_r-088-01",5,0,88,1,"2014-11-21 21:53:10","60","240","2014-11-22 01:53:11"
811,"2014-09-24_AA0012_r-060-01",12,0,60,1,"2014-11-21 22:12:56","60","240","2014-11-22 02:12:58"
812,"2014-08-27_AA0027_r-088-02",5,0,88,2,"2014-11-22 01:53:11","60","240","2014-11-22 05:53:14"
813,"2014-09-24_AA0012_r-060-02",12,0,60,2,"2014-11-22 02:12:58","60","240","2014-11-22 06:13:01"
814,"2014-08-27_AA0027_r-088-03",5,0,88,3,"2014-11-22 05:53:14","60","240","2014-11-22 09:53:17"
815,"2014-09-24_AA0012_r-060-03",12,0,60,3,"2014-11-22 06:13:01","60","240","2014-11-22 10:13:04"
816,"2014-08-27_AA0027_r-088-04",5,0,88,4,"2014-11-22 09:53:17","60","240","2014-11-22 13:53:23"
817,"2014-09-24_AA0012_r-060-04",12,0,60,4,"2014-11-22 10:13:04","60","240","2014-11-22 14:13:06"
